organism,ncbi,jgi,assembly,BioSample,BioProject
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Lautropia_mirabilis_ATCC_51599_contig00020,NZ_AEQP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Limnobacter_sp._MED105_unfinished_sequence,NZ_ABCT00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Pandoraea_pnomenusa_RB38,NZ_CP007506,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter_necessarius_asymbioticus_MWH_MoK4_closed_genome,NZ_CP007501,NA,GCA_000973625.1,SAMN02708862,PRJNA240713
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_eutropha_JMP134,NC_007347,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Ralstonia_solanacearum_GMI1000,NC_003295,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Acidovorax_avenae_subsp._citrulli_AAC00_1,SAMN02598334,NA,GCA_000015325.1,SAMN02598334,PRJNA15708
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Alicycliphilus_denitrificans_K601,NC_015422,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Brachymonas_chironomi_DSM_19884,NZ_ARGE00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Caldimonas_manganoxidans_ATCC_BAA_369,NZ_ARLH00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_sp._CR,,1595,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonas_testosteroni_TK102,NZ_CP006704,NA,GCA_000739375.1,SAMN03081477,PRJNA216961
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Curvibacter_lanceolatus_ATCC_14669,NZ_ARLO00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Delftia_acidovorans_SPH_1,NC_010002,NA,GCA_000018665.1,SAMN00623041,PRJNA17413
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Giesbergeria_anulus_ATCC_35958,SAMN02982919,NA,GCA_900111115.1,SAMN02982919,PRJEB17014
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hydrogenophaga_sp._T4,SAMN02460715,NA,GCA_000576245.1,SAMN02460715,PRJNA231928
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hylemonella_gracilis_ATCC_19624,SAMN02469410,NA,GCA_000211835.2,SAMN02469410,PRJNA52551
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Limnohabitans_sp._Rim28_Limnohabitans_sp._Rim28_73_Contigs,SAMN02470021,NA,GCA_000293865.2,SAMN02470021,PRJNA171293
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Ottowia_thiooxydans_DSM_14619,NZ_AUGX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Polaromonas_naphthalenivorans_CJ2,NC_008781,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Pseudacidovorax_intermedius_NH_1,NZ_ANOY00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Ramlibacter_tataouinensis_TTB310,NC_015677,NA,GCA_000215705.1,SAMN02603053,PRJNA16294
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_CG1_02_FULL_Comamonadaceae_60_18,SAMN04328176,NA,GCA_001871935.1,SAMN04328176,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_CG2_30_FULL_Comamonadaceae_57_122,SAMN04328306,NA,GCA_001871515.1,SAMN04328306,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_CG2_30_FULL_Comamonadaceae_59_20,SAMN04328307,NA,GCA_001872845.1,SAMN04328307,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_CG2_30_FULL_Comamonadaceae_60_41,SAMN04328308,NA,GCA_001872855.1,SAMN04328308,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_ferrireducens_T118,NC_007908,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Simplicispira_psychrophila_DSM_11588,NZ_JHYS00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Variovorax_paradoxus_B4,NC_022247,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Verminephrobacter_eiseniae_EF01_2,NC_008786,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Xenophilus_azovorans_DSM_13620,NZ_JQKD00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Collimonas_fungivorans_Ter331,NC_015856,NA,GCA_000221045.1,SAMN02603677,PRJNA65451
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Duganella_zoogloeoides_ATCC_25935,NZ_ARJV00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herbaspirillum_seropedicae_SmR1,NC_014323,NA,GCA_000143225.1,SAMN02603247,PRJNA47945
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Herminiimonas_arsenicoxydans,NC_009138,NA,GCA_000026125.1,SAMEA3138226,PRJNA13467
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Janthinobacterium_sp._Marseille,NC_009659,NA,GCA_000013625.1,SAMN02603336,PRJNA16549
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Massilia_alkalitolerans_DSM_17462,NZ_ATYR00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Oxalobacter_formigenes_OXCC13_genomic_scaffold_supercont1.1,SAMN02463717,NA,GCA_000158495.1,SAMN02463717,PRJNA32499
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_Parasutterella_excrementihominis_YIT_11859_P_excrementihominisYIT11859_1.0_Cont110.1_whole_genome_shotgun,NZ_AFBP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Sutterella_wadsworthensis_HGA0223,SAMN02596980,NA,GCA_000411515.1,SAMN02596980,PRJNA169488
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Ideonella_sp._B508_1,SAMD00036582,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Leptothrix_cholodnii_SP_6,NC_010524,NA,GCA_000019785.1,SAMN02598429,PRJNA20039
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Methylibium_sp._T29,SAMN02422539,NA,GCA_000576205.1,SAMN02422539,PRJNA229978
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Mitsuaria_sp._H24L5A,CAFG00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Rubrivivax_gelatinosus_IL144,NC_017075,NA,GCA_000284255.1,SAMD00061116,PRJNA62703
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Sphaerotilus_natans_natans_DSM_6575,NZ_AZRA00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_Burkholderiales_Burkholderiales_Genera_incertae_sedis_Thiomonas_intermedia_K12,NC_014153,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Gallionellales_Gallionellaceae_Ferriphaselus_sp._R_1,NZ_JQKP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Gallionellales_Gallionellaceae_Gallionella_capsiferriformans_ES_2,NC_014394,NA,GCA_000145255.1,SAMN00002572,PRJNA32827
Bacteria_Proteobacteria_Betaproteobacteria_Gallionellales_Gallionellaceae_Sideroxydans_lithotrophicus_ES_1,NC_013959,NA,GCA_000025705.1,SAMN02598496,PRJNA33161
Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophilales_GWE1_Thiobacillus_62_9,SAMN04313892,NA,GCA_001831015.1,SAMN04313892,PRJNA288027
Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophilales_Hydrogenophilaceae_CG1_02_SUB10_Hydrogenophilaceae_62_390,SAMN04328242,NA,GCA_001871525.1,SAMN04328242,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophilales_Hydrogenophilaceae_Sulfuricella_denitrificans_skB26,NC_022357,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophilales_Hydrogenophilaceae_Tepidiphilus_margaritifer_DSM_15129,NZ_AUDR00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Hydrogenophilales_Hydrogenophilaceae_Thiobacillus_denitrificans_ATCC_25259,NC_007404,NA,GCA_000012745.1,SAMN02598291,PRJNA13025
Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_Methylobacillus_flagellatus_KT,NC_007947,NA,GCA_000013705.1,SAMN02598256,PRJNA10647
Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_Methylophilus_methylotrophus_ATCC_53528,NZ_ARJW00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_Methylotenera_sp._301,NC_014207,NA,GCA_000093025.1,SAMN02598526,PRJNA39983
Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_Methylovorus_sp._SIP3_4,NC_012969,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Chromobacteriaceae_Lutiella_nitroferrum_2002_unfinished_sequence,NZ_ACIS00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Alysiella_crassa_DSM_2578,NZ_JQKH00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Chromobacterium_group_Chromobacterium_violaceum_ATCC_12472,NC_005085,NA,GCA_000007705.1,SAMN02603528,PRJNA444
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Chromobacterium_group_Vitreoscilla_stercoraria_DSM_513,NZ_ARNN00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Conchiformibius_steedae_DSM_2580,NZ_JHZP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Deefgea_rivuli_DSM_18356,NZ_JHVM00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Eikenella_corrodens_ATCC_23834,NZ_ACEA00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Formivibrio_citricus_DSM_6150,PRJNA262208,55167,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Kingella_kingae_PYKK081,SAMN02470276,NA,GCA_000255635.1,SAMN02470276,PRJNA85111
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Laribacter_hongkongensis_HLHK9,NC_012559,NA,GCA_000021025.1,SAMN02603956,PRJNA30817
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Leeia_oryzae_DSM_17879,NZ_AQXU00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Microvirgula_aerodenitrificans_DSM_15089,NZ_JHVK00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Neisseria_gonorrhoeae_FA_1090,NC_002946,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Paludibacterium_yongneupense_DSM_18731,NZ_AUGZ00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Simonsiella_muelleri_ATCC_29453,NZ_ADCY00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Snodgrassella_alvi_wkB2,NZ_CP007446,NA,GCA_000600005.1,SAMN03081540,PRJNA167602
Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Stenoxybacter_acetivorans_DSM_19021,NZ_JQKE00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Nitrosomonadaceae_Nitrosomonas_europaea_ATCC_19718,NC_004757,NA,GCA_000009145.1,SAMEA3138193,PRJNA52
Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Nitrosomonadaceae_Nitrosospira_multiformis_ATCC_25196,NC_007614,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_GWA2_Rhodocyclales_65_20,SAMN04314166,NA,GCA_001828925.1,SAMN04314166,PRJNA288027
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Aromatoleum_aromaticum_EbN1,NC_006513,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Azoarcus_sp._KH32C,NC_020516,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Azonexus_hydrophilus_DSM_23864,NZ_AUCE00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Azovibrio_restrictus_DSM_23866,NZ_AUCH00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_CG2_30_FULL_Betaproteobacteria_68_42,SAMN04328305,NA,GCA_001872285.1,SAMN04328305,PRJNA297582
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Dechlorobacter_hydrogenophilus_LT_1,,6188,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Dechloromonas_aromatica_RCB,NC_007298,NA,GCA_000012425.1,SAMN02598546,PRJNA9635
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Dechlorosoma_suillum_PS,NC_016616,NA,GCA_000236665.1,SAMN02232011,PRJNA37693
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Methyloversatilis_universalis_EHg5,SAMN02261291,NA,GCA_000378945.1,SAMN02261291,PRJNA78015
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Propionivibrio_dicarboxylicus_DSM_5885,PRJNA262188,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Thauera_sp._MZ1T,NC_011662,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Uliginosibacterium_gangwonense_DSM_18521,NZ_AREX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Zoogloea_ramigera_ATCC_19544,SAMN02982928,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_unclassified_Betaproteobacteria_Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW_1,NC_013194,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_unclassified_Betaproteobacteria_Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E,NC_020299,NA,GCA_000340865.1,SAMN02641644,PRJNA169068
Bacteria_Proteobacteria_Betaproteobacteria_unclassified_Betaproteobacteria_Candidatus_Profftella_armatura_syncytium_symbiont_of_Diaphorina_citri,NC_021885,NA,NA,NA,NA
Bacteria_Proteobacteria_Betaproteobacteria_uncultured_SG8_39,SAMN03994178,NA,GCA_001303445.1,SAMN03994178,PRJNA270657
Bacteria_Proteobacteria_Betaproteobacteria_uncultured_SG8_40,SAMN03994180,NA,GCA_001304425.1,SAMN03994180,PRJNA270657
Bacteria_Proteobacteria_Betaproteobacteria_uncultured_SG8_41,SAMN03994181,NA,GCA_001303585.1,SAMN03994181,PRJNA270657
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Bacteriovorax_marinus_SJ,NC_016620,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_bacteriovorus_HD100,NC_005363,NA,GCA_000196175.1,SAMEA3138335,PRJNA9637
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfarculus_baarsii_DSM_2075,NC_014365,NA,GCA_000143965.1,SAMN02598521,PRJNA37955
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Candidatus_Magnetoglobus_multicellularis_Araruama,ATBP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfatibacillum_alkenivorans_AK_01_Desulfatibacillum_alkenivorans_AK_01,NC_011768,NA,GCA_000021905.1,SAMN00000039,PRJNA19449
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfatirhabdium_butyrativorans_DSM_18734,NZ_AUCU00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_postgatei_2ac9,NZ_CM001488,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_anilini_DSM_4660,NZ_AULM00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_autotrophicum_HRM2,NC_012108,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacula_toluolica_Tol2,NC_018645,NA,GCA_000307105.1,SAMEA2272293,PRJEA38433
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobotulus_alkaliphilus_ASO4_4,PRJNA262434,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfococcus_oleovorans_Hxd3,NC_009943,NA,GCA_000018405.1,SAMN00623035,PRJNA18007
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfonema_limicola,SAMN00016665,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulforegula_conservatrix_Mb1Pa_DSM_13527,NZ_AUEY00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfosarcina_variabilis,SAMN00016668,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfospira_joergensenii_DSM_10085,NZ_ATUG00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_phosphitoxidans_FiPS_3,NZ_APJX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_propionicus_DSM_2032,NC_014972,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_sulfexigens_DSM_10523,NC_020304,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_psychrophila_LSv54,NC_006138,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfurivibrio_alkaliphilus_AHT2,NC_014216,NA,GCA_000092205.1,SAMN02598502,PRJNA33629
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfohalobium_retbaense_DSM_5692,NC_013223,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronospira_thiodismutans_ASO3_1_unfinished_sequence,NZ_ACJN00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronovibrio_hydrogenovorans_DSM_9292,NZ_JMKT00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfovermiculus_halophilus_DSM_18834,NZ_JIAK00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_baculatum_DSM_4028,NC_013173,NA,GCA_000023225.1,SAMN00002602,PRJNA29527
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfonatronumaceae_Desulfonatronum_thioautotrophicum_ASO4_1,NZ_JYNO00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Bilophila_wadsworthia_3_1_6,NZ_ADCP00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfocurvus_vexinensis_DSM_17965,NZ_JAEX00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774,NC_011883,NA,GCA_000022125.1,SAMN00001882,PRJNA29493
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_intracellularis_PHEMN1_00,NC_008011,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Desulfurella_acetivorans_A63_DSM_5264,NZ_CP007051,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Hippea_maritima_MH2_DSM_10411,NC_015318,NA,GCA_000194135.1,SAMN00713597,PRJNA48195
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_acetoxidans_DSM_684,NZ_AAEW00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromusa_kysingii_DSM_7343,PRJNA262212,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_ferrihydriticus_DSM_17813,NZ_JWJD00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_lovleyi_SZ,NC_010814,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geopsychrobacter_electrodiphilus_DSM_16401,NZ_ARWE00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Pelobacteraceae_Pelobacter_carbinolicus_DSM_2380,NC_007498,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter_violaceus_Cb_vi76,NZ_JPMI00000000,NA,NA,NA,NA
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Stigmatella_aurantiaca_DW43_1,SAMN02603592,NA,GCA_000165485.1,SAMN02603592,PRJNA52561
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Anaeromyxobacter_dehalogenans_2CP_C,NC_007760,NA,GCA_000013385.1,SAMN02598274,PRJNA12634
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Corallococcus_coralloides_DSM_2259,NC_017030,NA,GCA_000255295.1,SAMN02603593,PRJNA82779
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus_xanthus_DK_1622,NC_008095,NA,GCA_000012685.1,SAMN02604018,PRJNA1421
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Kofleriaceae_Haliangium_ochraceum_DSM_14365,NC_013440,NA,GCA_000024805.1,SAMN00002596,PRJNA28711
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Nannocystaceae_Nannocystis_exedens_ATCC_25963,SAMN02745121,NA,GCA_900112715.1,SAMN02745121,PRJEB17233
