SRA Experiment Accession,Experiment Title,Instrument Model,Library Layout,Library Source,Sample Attribute,Study Accession,Study Title,Submission Center,Submission Date,Submission Lab,Taxon Id,Updated Date,Nucleotide Count,Read Count,Assembly L50,Assembly N50,CLC Bubble Size,CLC Word Size,Mapped Reads (%),Assembled Bases,Assembled Contigs,Assembled Scaffolds,MetaBAT Bins,MetaBAT Preset,Near-complete Genomes,Medium-quality Genomes,Partial Genomes,Archaeal Genomes,Archaeal PD,Archaeal PG,Bacterial Genomes,Bacterial PD,Bacterial PG
SRX823151,Shotgun sequencing of environmental sample: Sample P01196,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.82 N 73.92 W || isolate: P01196 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2677932382,26514182,242,30054,50,23,94.92,44065166,8680,3545,11,superspecific,4,1,0,0,0,0,2,0.07%,0.00%
SRX823152,Shotgun sequencing of environmental sample: Sample P01197,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.82 N 73.92 W || isolate: P01197 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1408034940,13940940,200,12449,50,22,92.58,14552645,5585,2141,8,veryspecific,2,0,0,0,0,0,2,0.15%,0.00%
SRX823154,Shotgun sequencing of environmental sample: Sample P01199,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.91 W || isolate: P01199 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1637462298,16212498,15,314049,50,22,92.95,16344518,2610,814,5,verysensitive,2,0,0,0,0,0,0,0,0
SRX823156,Shotgun sequencing of environmental sample: Sample P01201,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.91 W || isolate: P01201 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,561466474,5559074,21,113765,50,21,81.9,12708127,3693,1469,6,superspecific,2,0,0,0,0,0,2,0.18%,0.00%
SRX823157,Shotgun sequencing of environmental sample: Sample P01202,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.91 W || isolate: P01202 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1710750120,16938120,329,25540,50,22,92.06,46970568,12367,4841,20,superspecific,4,0,1,0,0,0,1,0.00%,0.00%
SRX823159,Shotgun sequencing of environmental sample: Sample P01204,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.91 W || isolate: P01204 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1679929566,16632966,149,57952,50,22,93.39,36591436,3660,1697,9,superspecific,6,0,1,0,0,0,3,0.17%,0.00%
SRX823160,Shotgun sequencing of environmental sample: Sample P01205,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.91 W || isolate: P01205 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,580523558,5747758,285,14707,50,21,89.18,25297651,5987,3012,9,superspecific,3,0,0,0,0,0,0,0,0
SRX823162,Shotgun sequencing of environmental sample: Sample P01207,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.90 W || isolate: P01207 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1687222776,16705176,134,44365,50,22,94.9,30446566,4773,2126,10,superspecific,1,1,0,0,0,0,1,0.00%,0.00%
SRX823164,Shotgun sequencing of environmental sample: Sample P01209,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.90 W || isolate: P01209 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,599425304,5934904,71,78612,50,22,92.02,22782716,2426,1167,6,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX823167,Shotgun sequencing of environmental sample: Sample P01212,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.86 N 73.89 W || isolate: P01212 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,552185584,5467184,49,84204,50,21,88.98,21050035,3541,1678,9,superspecific,3,0,0,0,0,0,0,0,0
SRX823170,Shotgun sequencing of environmental sample: Sample P01215,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.86 N 73.89 W || isolate: P01215 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,583427106,5776506,646,6421,50,21,76.68,15661022,7336,2921,7,verysensitive,0,0,0,0,0,0,0,0,0
SRX823173,Shotgun sequencing of environmental sample: Sample P01218,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.87 N 73.88 W || isolate: P01218 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,623012844,6168444,382,13522,50,22,83.99,33118162,9145,4008,14,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823180,Shotgun sequencing of environmental sample: Sample P01225,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.69 N 73.98 W || isolate: P01225 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2317704974,22947574,123,31246,50,23,97.46,29693398,7029,2708,11,veryspecific,3,0,0,0,0,0,0,0,0
SRX823181,Shotgun sequencing of environmental sample: Sample P01226,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.99 W || isolate: P01226 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2195919982,21741782,222,16208,50,23,93.47,22890612,8975,2872,12,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX823184,Shotgun sequencing of environmental sample: Sample P01229,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.99 W || isolate: P01229 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1610694874,15947474,37,123043,50,22,95.45,22519625,1936,926,6,superspecific,4,0,0,0,0,0,1,0.00%,0.00%
SRX823189,Shotgun sequencing of environmental sample: Sample P01234,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.65 N 73.97 W || isolate: P01234 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1579441802,14983570,214,18519,50,22,90.91,27954815,8511,3216,13,superspecific,3,0,1,0,0,0,1,0.00%,0.00%
SRX823191,Shotgun sequencing of environmental sample: Sample P01236,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.63 N 73.97 W || isolate: P01236 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3396841494,33632094,193,22500,50,23,95.83,24920526,6456,2216,9,superspecific,3,1,0,0,0,0,3,0.20%,0.00%
SRX823192,Shotgun sequencing of environmental sample: Sample P01237,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.63 N 73.97 W || isolate: P01237 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2188214490,21665490,174,43774,50,23,95.21,39961489,10325,3517,16,veryspecific,6,2,0,0,0,0,4,0.13%,0.00%
SRX823204,Shotgun sequencing of environmental sample: Sample P01249,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.60 N 73.97 W || isolate: P01249 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1774416884,17568484,172,26362,50,23,93.58,31444945,6905,2960,13,superspecific,2,2,0,0,0,0,1,0.00%,0.00%
SRX823206,Shotgun sequencing of environmental sample: Sample P01251,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.58 N 73.97 W || isolate: P01251 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2692562232,26659032,665,18744,50,23,95.86,62293775,13061,5975,21,superspecific,5,2,1,0,0,0,4,0.26%,0.00%
SRX823215,Shotgun sequencing of environmental sample: Sample P01262,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.97 W || isolate: P01262 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2247992266,14887366,105,56031,50,23,96.46,24365119,1863,1551,8,superspecific,4,2,0,0,0,0,5,0.28%,0.03%
SRX823218,Shotgun sequencing of environmental sample: Sample P01270,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 06-Aug-2013 || env_biome: city || env_feature: subway || env_material: plastic || geo_loc_name: USA:New York City || lat_lon: 40.58 N 73.97 W || isolate: P01270 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3448581370,34144370,166,49882,50,23,96.38,42980525,6347,2343,15,superspecific,7,0,0,0,0,0,2,0.13%,0.00%
SRX823219,Shotgun sequencing of environmental sample: Sample P01280,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.69 N 73.94 W || isolate: P01280 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1709630838,16927038,1003,12440,50,22,87.68,65513855,17134,8293,29,superspecific,1,1,3,0,0,0,3,0.23%,0.00%
SRX823220,Shotgun sequencing of environmental sample: Sample P01283,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.70 N 73.95 W || isolate: P01283 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2122728312,21017112,70,117931,50,23,97.87,33597945,2893,1153,6,superspecific,5,1,0,0,0,0,0,0,0
SRX823221,Shotgun sequencing of environmental sample: Sample P01285,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.72 N 73.95 W || isolate: P01285 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1424802354,14106954,310,25420,50,22,91.14,39281633,10479,3973,15,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823222,Shotgun sequencing of environmental sample: Sample P01276,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.96 W || isolate: P01276 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1589048198,10523498,165,34986,50,22,93.54,26817943,3182,2417,11,superspecific,4,0,1,0,0,0,3,0.21%,0.00%
SRX823223,Shotgun sequencing of environmental sample: Sample P01277,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.96 W || isolate: P01277 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2105999114,13947014,61,51266,50,23,95.66,21302429,3259,2719,9,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX823224,Shotgun sequencing of environmental sample: Sample P01279,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.69 N 73.94 W || isolate: P01279 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2533382870,16777370,72,65215,50,23,97.68,29105523,3194,2209,7,superspecific,3,0,1,0,0,0,3,0.18%,0.00%
SRX823225,Shotgun sequencing of environmental sample: Sample P01282,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.70 N 73.95 W || isolate: P01282 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1882613036,12467636,43,94135,50,23,95.64,22512614,1340,997,9,superspecific,4,1,0,0,0,0,4,0.22%,0.01%
SRX823226,Shotgun sequencing of environmental sample: Sample P01286,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.72 N 73.95 W || isolate: P01286 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2568548354,17010254,183,31971,50,23,94.42,42933476,5749,4802,12,superspecific,4,2,0,0,0,0,5,0.28%,0.00%
SRX823236,Shotgun sequencing of environmental sample: Sample P01296,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.86 W || isolate: P01296 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,610145848,6041048,207,22305,50,22,88.89,19718266,5619,1939,7,superspecific,2,1,0,0,0,0,1,0.00%,0.00%
SRX823246,Shotgun sequencing of environmental sample: Sample P01306,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.88 N 73.83 W || isolate: P01306 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,650444848,6440048,208,15659,50,22,81.49,20946451,5760,2631,8,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX823250,Shotgun sequencing of environmental sample: Sample P01310,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.87 N 73.88 W || isolate: P01310 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2582617470,25570470,1097,11405,50,23,88.07,65872518,26019,8950,28,superspecific,4,2,0,0,0,0,4,0.26%,0.01%
SRX823254,Shotgun sequencing of environmental sample: Sample P01314,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.80 N 73.91 W || isolate: P01314 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,706105746,6991146,29,158725,50,22,93.38,19516919,836,585,6,superspecific,3,2,0,0,0,0,2,0.06%,0.00%
SRX823264,Shotgun sequencing of environmental sample: Sample P01324,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.82 N 73.88 W || isolate: P01324 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,3405571328,33718528,317,32448,50,23,90.31,50491733,11046,4213,20,superspecific,6,0,0,0,0,0,1,0.00%,0.01%
SRX823271,Shotgun sequencing of environmental sample: Sample P01331,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.86 W || isolate: P01331 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,699341978,6924178,91,35013,50,22,95.33,17453236,3066,1349,5,superspecific,2,1,0,0,0,0,1,0.00%,0.00%
SRX823275,Shotgun sequencing of environmental sample: Sample P01335,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.85 W || isolate: P01335 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,19951214578,197536778,69,101793,50,25,91.53,32518448,4930,1560,14,superspecific,6,0,0,0,0,0,2,0.14%,0.00%
SRX823277,Shotgun sequencing of environmental sample: Sample P01337,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.84 W || isolate: P01337 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,5403519796,53500196,42,150498,50,24,97.6,32053486,3701,1422,10,veryspecific,3,1,0,0,0,0,2,0.14%,0.00%
SRX823278,Shotgun sequencing of environmental sample: Sample P01338,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.84 W || isolate: P01338 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,685152690,6783690,107,41606,50,22,93.6,23690572,1979,1160,5,superspecific,1,2,0,0,0,0,0,0,0
SRX823295,Shotgun sequencing of environmental sample: Sample P01355,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.84 W || isolate: P01355 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,660101750,5280814,100,20706,50,22,95.66,14344588,2345,1748,7,superspecific,1,1,0,0,0,0,1,0.00%,0.00%
SRX823297,Shotgun sequencing of environmental sample: Sample P01357,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.83 N 73.84 W || isolate: P01357 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,671633250,5373066,32,65645,50,22,97.35,10957401,990,562,3,superspecific,1,1,0,0,0,0,0,0,0
SRX823298,Shotgun sequencing of environmental sample: Sample P01358,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.82 W || isolate: P01358 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,712967500,5703740,436,8565,50,22,96.69,12826224,3254,2088,9,superspecific,0,0,0,0,0,0,0,0,0
SRX823302,Shotgun sequencing of environmental sample: Sample P01362,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.99 W || isolate: P01362 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,616177000,4929416,17,142998,50,22,93.15,6688421,620,375,1,superspecific,1,0,0,0,0,0,0,0,0
SRX823303,Shotgun sequencing of environmental sample: Sample P01363,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.67 N 73.98 W || isolate: P01363 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1815789716,17978116,1177,9300,50,23,87.9,47593186,19875,7428,26,superspecific,1,0,0,0,0,0,1,0.00%,0.00%
SRX823305,Shotgun sequencing of environmental sample: Sample P01365,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.67 N 73.98 W || isolate: P01365 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,611115500,4888924,27,163670,50,22,95.04,16933773,1067,529,4,superspecific,3,1,0,0,0,0,3,0.10%,0.00%
SRX823306,Shotgun sequencing of environmental sample: Sample P01366,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.99 W || isolate: P01366 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2475998234,24514834,238,26937,50,23,94.85,40303759,10582,3560,15,superspecific,6,0,1,0,0,0,3,0.16%,0.00%
SRX823309,Shotgun sequencing of environmental sample: Sample P01369,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.99 W || isolate: P01369 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,2012502972,19925772,391,24191,50,23,93.81,43288912,8069,3563,14,superspecific,1,2,0,0,0,0,1,0.00%,0.00%
SRX823310,Shotgun sequencing of environmental sample: Sample P01370,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 07-Aug-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.65 N 73.99 W || isolate: P01370 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,590924500,4727396,207,9051,50,22,87.72,13471622,3939,2207,8,superspecific,1,1,0,0,0,0,2,0.12%,0.00%
